post_id,from_name,from_id,message,post_type,created_time,created_updated
304981108326_10150808801063327,"David Cardill",717627920,"Hey, uh, I may as well put this here too, so, at least you can not say you didn't know: 

We are trying to get funding for a start up venture called Operation Enduring Canary. 

This is the next step to an already failed venture called Operation Enduring Butterfly. Operation Enduring Butterfly failed for a lack of support, primarily, and secondarily because of the inane amounts of money spent by the mainscream media to keep things just as they are, and finally because there are no more Butterfly's alive anywhere on planet Earth now, so, it is pointless now to try to maintain it. The Butterfly's all died of Hypoxia, just as the remaining bird species are all about to. Albert Einstein said many decades ago that it is a mistake for us to share our world with devices that, like me, consume Oxygen. Hypoxia is death by a lack of sufficient Oxygen. 

Anyway, we have documentation, data, everything required to prevent this catastrophe from engulfing every other species inside the Animal Kingdom, we just do not have the funds necessary to continue, having spent everything we had trying to save the Butterfly's. 

We also have our own environmentally controlled buildings with Oxygen generation, Oxygen sensors, and food growing capabilities, we just would rather you all made it into the future as well. And yeah, we also have gas masks that will enable us to go outside when the conditions outside get to that point, which, nothing is being done to stop it, so, it is going to. Our Oxygen level was 25.04% when Einstein checked it, and now it is down to 19.56% and falling. At around 19.50% human beings will begin loosing consciousness. With nothing but increases in fossil fuel consumption, that could occur this year, and, as most of the land mass with vegetation on Earth is in the Northern Hemisphere and many trees loose their leaves in the Winter, we doubt there will be much of anything left in the Animal Kingdom by next February. We know people in South America, Australia, China: everywhere, and, there are barely a single solitary insect to be found anywhere right now. Contact any friends or family you may know anywhere in the world where it is not cold and wintery right now, and simply ask them to go outside and take a picture of an insect. ANY insect. Spiders and Ants are about all they will find. 

Automobiles can run in an environment with as low as a 6% Oxygen content. Good for them, but you will all be long gone and so will every other creature type in the Animal Kingdom. If you'd like to see more evidence, go onto you tube, and in the search bar type in dead birds falling out of the sky. 

As another simple example, for those in a cold and wintery climate right now, when I was a child growing up here, in the Ottawa Valley in Canada, there were more birds and bird species that did not fly south for the winter than there are here now in the summertime. Also, the colony collapse of the bees occurred in 2007, and, it was global. Every continent including all the ones that have no cell towers, were affected. The war on Science was undoubtedly the worst thing that Humanity has ever done. Bar none. 

Anyway, please help us. We are altruistic and care deeply about this. 

My email address is david.cardill(at)yahoo.ca NOTE: that it is dot ca and not dot com. I've actually ran into people in person who have said that they have been trying to contact me for a long time because of that simple mistake. 

Further, we do not need much more than 25 thousand dollars to start a massive Oxygen Enrichment program, one we already believe will work on a grand scale, for, electrolysis (image search that word if you do not know what it means) is simple, and so is electrical production, and electrolysis turns Water into the two elements from which it is comprised: Oxygen and Hydrogen. Both of those gasses are just going to be released into the atmosphere and they both already do exist in our atmosphere, just, obviously, the Oxygen level is falling. At a later date, we fully plan on collecting the Hydrogen. 

Also, the more money we get, the better, because the more people we will be able to have work on this. People can not, in this world, just do things because they want to. Sad but true, and you can just go onto pay pal and send money to my email address. I purposefully set up an account with pay pal, linked to my verified email address and bank account, for this. Tell your accountant or whoever does your taxes that this is a charitable donation and do not take no for an answer. 

Warm REgards
David Cardill",status,2012-02-16T04:30:54+0000,2012-02-16T04:30:54+0000
304981108326_350995324920902,"Join the Coffee Party Movement",304981108326,"""It is simple to imagine a world in which the administration refused to negotiate, only to see the debt ceiling breached, the economy fall into turmoil, and the White House stuck with the blame. Comparatively, the fact that Obama managed to convince much of the country of what Scheiber and others consider to be the most salient fact of modern American politics — that the Republican Party has become so extreme that it would prefer Obama’s destruction to genuine compromise — can and should be seen as a major political accomplishment."" —Ezra Klein",link,2012-02-16T04:24:48+0000,2012-02-16T04:24:48+0000
304981108326_350079301691314,"Andrew Isbell",1219376980,http://www.youtube.com/watch?v=yfA3TdLoOIk,video,2012-02-16T03:00:35+0000,2012-02-16T03:00:35+0000
304981108326_176303975813374,"The Life & Times of The New Middle Class",126690667356407,"“If a window of opportunity appears, don’t pull it down the shade”

– Tom Peters

 

“A reader today, tomorrow a leader”
– Margaret Fuller

Narrowing the gap between the dreams of tomorrow and the realities of today, one conversation at a time - The Life & Times of The New Middle Class is a place to share your thoughts and feelings about politics, current events and what matters to you. Check us out, ""like"" the page and make your voice heard!

https://www.facebook.com/TheAvgJoe
",link,2012-02-16T02:59:32+0000,2012-02-16T02:59:32+0000
304981108326_353310278032783,"Joseph Cautilli",100001512333750,"State rape- VA. What about a recall!
http://www.pensitoreview.com/2012/02/15/big-govt-republican-pols-in-virginia-vote-to-outlaw-contraceptives-require-vaginal-probes-for-abortion-seekers/  ",link,2012-02-16T02:43:41+0000,2012-02-16T02:43:41+0000
304981108326_341733125871655,"Linda Cook",1426283381,"It is happening.  ",link,2012-02-16T01:58:42+0000,2012-02-16T01:58:42+0000
304981108326_10150808430998327,"Chelsea Cherie",680218175,"Hi I am a senior at Lycoming College and I need participants for my coffee consumption survey for my business class. My group is writing a business plan for a fictionally product and company. We are doing research to see if our product is going to be successful. It would be extremely helpful for anyone to take this anonymous survey. Below is the link and background information about our product.  Thank you for your help!

""Brewing Innovations will produce and distribute portable single-serve coffee makers.  JavaGo is designed be able to brew coffee without the need of an electrical outlet, and is able to be recharged for daily use.  It also can brew coffee on the go using coffee pods, allowing the consumer an alternative to expensive, on-the-go coffee establishments. ""

http://www.surveymonkey.com/s/8VWMTZY",status,2012-02-16T01:39:39+0000,2012-02-16T03:56:17+0000
304981108326_257980344277638,"Join the Coffee Party Movement",304981108326,"We can defeat Cantor’s loophole, which would allow Wall Street’s minions to prowl the halls of Congress in search of insider info that can be turned to cash on the stock market.

Show your support for a strong STOCK Act!",link,2012-02-16T01:04:38+0000,2012-02-16T17:18:24+0000
304981108326_296263173760983,"Scott Nance",513064912,"Voters across the political spectrum reacted very favorably to President Obama’s focus on creating an economy “built to last” in his 2012 State of the Union address last month, according to focus group testing and follow-up discussions with 50 swing voters in Denver, Colo. A recent ABC/Washington Post poll also underscored the positive response among those who viewed the speech nationally, according to the Democratic polling organization, Democracy Corps.",link,2012-02-16T00:44:58+0000,2012-02-16T00:44:58+0000
304981108326_10150808092183327,"Daniel Noe",100000705529696,"Liberty and equality go together. Can't everyone on all sides agree that extreme inequality is a threat to liberty, and that extreme interdependence is a threat to equality?",status,2012-02-15T23:17:10+0000,2012-02-15T23:17:10+0000
304981108326_175380492572320,"Daniel Noe",100000705529696,http://boston.cbslocal.com/2012/02/14/angry-patients-stuck-with-big-medical-bills-after-bait-and-switch/,link,2012-02-15T23:14:43+0000,2012-02-15T23:15:13+0000
304981108326_247953035287305,"Jonathan Jeffer",617112335,"http://www.youtube.com/watch?v=fOaCemmsnNk  ",video,2012-02-15T23:09:39+0000,2012-02-16T01:46:31+0000
304981108326_365803866776814,"Yvonne Weston",1366002594,"Another positive economic report...",link,2012-02-15T21:05:45+0000,2012-02-15T21:05:45+0000
304981108326_296676667059567,"Degeneres Love",100003172013026,"If you support equality, click on this link and ""like"" it! :) Be sure to share it as well!

http://www.facebook.com/pages/1-Million-people-who-support-Ellen-for-JC-Penney/171435642966371",link,2012-02-15T21:00:49+0000,2012-02-16T06:39:33+0000
304981108326_173021832811386,"Phil Gold",697923908,"""I’m glad that you played the Rachel Maddow clip because I think she is the best argument in favor of her parents using contraception. I would be all for that. And all of the rest of the crowd at MSNBC, too, for that matter."" – Cal Thomas, FOX news regular.  Tell Rachel Maddow and ""the rest of the crowd at MSNBC"" that you support them by letting them know that you are happy they were born! Please sign this petition and forward it to all of your Progressive friends.",link,2012-02-15T20:56:22+0000,2012-02-15T20:56:22+0000
304981108326_240606676024767,"Richard Bahr",100002263093939,,photo,2012-02-15T20:35:06+0000,2012-02-15T20:35:06+0000
304981108326_248064645275070,"Richard L Freedlund",793600060,"If you really want to get away from government business as usual, here is the one you should be following.",link,2012-02-15T20:21:17+0000,2012-02-15T20:21:17+0000
304981108326_142497562538337,"Join the Coffee Party Movement",304981108326,"""The proposed deal would extend a payroll tax cut for 160 million U.S. workers, extend jobless benefits for millions of others and prevent deep cuts in payments to doctors who treat elderly Medicare patients.

Speaking with reporters following a closed-door meeting of House Republicans, Boehner said, 'I do expect, if the agreement comes together -- like I expect it will -- the House should vote this week.'"" --- Reuters",link,2012-02-15T20:15:18+0000,2012-02-15T20:15:18+0000
304981108326_218519928244051,"Al Rayner",1444201686,"Please Like and Join Our Group. https://www.facebook.com/groups/290141677717848/290180251047324/?notif_t=group_activity",link,2012-02-15T19:29:48+0000,2012-02-15T19:29:48+0000
304981108326_282392915160277,"Thom Simmons",1136801465,"I mean seriously, Apple is an American Corp. right? American. Land of the free, home of the brave, giving those poor people in Asia a chance at the good life - which is why they do not have factories here in America. Cause we have so much already. Successful too. They made like 13 billion profit the first quarter following S. Job's demise. So someone want to tell me why these ""Amelikans"" think working a 13 year old child 60 plus hours a week and with toxic chemicals is consistent with their values here at home? Why a rash of suicides is evidence of a really great place to work? I am thinking that they put factories overseas so they can behave badly away from prying eyes. Can you imagine who these guys were when you were in high school with them?",link,2012-02-15T19:08:28+0000,2012-02-15T19:08:28+0000
304981108326_175400669236645,"Thom Simmons",1136801465,"Just a guess by I am thinking that journalists in Belfast can smell a con job from quite a distance.",link,2012-02-15T18:47:12+0000,2012-02-15T18:47:12+0000
304981108326_255299747879703,"Michael Charney",1301317945,"It's up to us to take back our political conversation rather than letting it be hijacked by the loudest fringes. ",link,2012-02-15T18:40:04+0000,2012-02-15T18:40:04+0000
304981108326_310210722359488,"Thom Simmons",1136801465," Big successful corporation, lots of nameless folks in another place far far away. What's it to us? Used to really like my Apple. Now, not so much.",link,2012-02-15T18:29:11+0000,2012-02-15T18:29:11+0000
304981108326_364955766857014,"Joseph Cautilli",100001512333750,"http://truth-has-a-liberal-bias.tumblr.com/post/16865597752/pope-is-no-tea-partier-benedict-backs-guaranteed        ",link,2012-02-15T17:49:08+0000,2012-02-15T17:49:08+0000
304981108326_369999189694749,"Dory Hippauf",1351690715,"http://fracktoids.blogspot.com/2012/02/natural-gas-industry-hamstrings-doctors.html

Welcome to the CORRUPTIONwealth of Pennsylvania",link,2012-02-15T17:16:24+0000,2012-02-15T17:16:24+0000
304981108326_345688338795899,"Join the Coffee Party Movement",304981108326,"""Previously I believed that bankers that presided over this kind of a train wreck would have wandered away from the scene, tail between their legs, ashamed, or the regulators would have cleaned house, fired the management, clawed back their compensation. We've seen none of that in 2008."" - Gretchen Morgenson, Pulitzer-winning NYT reporter",link,2012-02-15T16:59:12+0000,2012-02-18T04:24:35+0000
304981108326_10150806977218327,"I will get more""Likes""than Scott Walker",168879986499653,"Join the Coffee Party Movement
""Mr Obama promises to cut the deficit by $3.8 trillion over the next decade. Of that, $1.4 trillion comes from raising taxes on the wealthy. Most of this he has asked for since his first budget, in 2009, when he proposed eliminating George W. Bush’s tax cuts for those earning more than $250,000 and capping their deductions. This year, he adds a hefty new charge: repealing preferential rates on dividend income for the wealthy, which raises $206 billion over 10 years.""",link,2012-02-15T15:57:24+0000,2012-02-15T15:57:24+0000
304981108326_181295551979030,"Join the Coffee Party Movement",304981108326,"""Mr Obama promises to cut the deficit by $3.8 trillion over the next decade. Of that, $1.4 trillion comes from raising taxes on the wealthy. Most of this he has asked for since his first budget, in 2009, when he proposed eliminating George W. Bush’s tax cuts for those earning more than $250,000 and capping their deductions. This year, he adds a hefty new charge: repealing preferential rates on dividend income for the wealthy, which raises $206 billion over 10 years.""",link,2012-02-15T15:53:51+0000,2012-02-15T15:53:51+0000
304981108326_173757712737572,"Jami Reed",1464553816,,link,2012-02-15T15:04:36+0000,2012-02-15T15:04:36+0000
304981108326_10150806736718327,"Jami Reed",1464553816,"""When the politicians complain that TV turns the proceedings into a circus, it should be made clear that the circus was already there, and that TV has merely demonstrated that not all the performers are well trained.""
-- Edward R. Murrow",status,2012-02-15T14:03:33+0000,2012-02-15T14:03:33+0000
304981108326_10150806655618327,"Zoya Jannat",100003293029977,"███▓▒░░.http://www.facebook.com/pages/Çálçûlàtê-óvê/316718471694921 plsssssss like & share my page.░░▒▓███►
",status,2012-02-15T13:28:55+0000,2012-02-15T13:28:55+0000
304981108326_111970735594886,"Keegan Fife VerBurg",100003458801864,,photo,2012-02-15T12:38:18+0000,2012-02-15T12:38:18+0000
304981108326_10150806430053327,"Jeff Dumm",522275532,"Is this group in any way related to the occupy wall street movement?
",status,2012-02-15T11:31:56+0000,2012-02-15T11:31:56+0000
304981108326_333180833388019,"Ed Tallerico",1040203211,"Fraud or honest mistakes?? ",video,2012-02-15T05:49:07+0000,2012-02-15T05:49:07+0000
304981108326_10150805852818327,"Bruce Jones",100000224292266,"Once again we see those charged with keeping the peace use unjustly force on people exercising their rights peacefully. ""50,000 Volts of Santorum Police arrest and tase two members of OCCUPY TACOMA for mic-checking 
Santorum at Washington State speech
VIDEO: Maybe, But They Were Threatening Police in Their Minds ""They were both tased when they were down on the ground and cuffed."" – eyewitness

Occupy protesters tased at Santorum event | The Raw Story",status,2012-02-15T05:21:18+0000,2012-02-15T05:21:18+0000
304981108326_358408184177286,"Niccolo Casewit",1020535311,https://secure.defenders.org/site/Advocacy?cmd=display&page=UserAction&id=2371,link,2012-02-15T05:01:05+0000,2012-02-15T05:01:05+0000
304981108326_312783242103717,"Lynda Park",569646892,,link,2012-02-15T04:52:17+0000,2012-02-15T04:52:17+0000
304981108326_367300739964684,"Lynda Park",569646892,,link,2012-02-15T04:45:40+0000,2012-02-15T05:15:47+0000
304981108326_364202840259687,"Rocky Anderson",279627148735604,"Let's come together to elect a leader who will stand for everyone's liberty, everyone's justice, and everyone's future.",link,2012-02-15T04:11:43+0000,2012-02-15T07:20:22+0000
304981108326_329253350451115,"Lynda Park",569646892,"""Since a harsh immigration law took effect in September, thousands of immigrants have fled, triggering a potential economic decline that could erase at least 70,000 jobs.""

You reap what you sow.",link,2012-02-15T03:56:49+0000,2012-02-15T04:16:58+0000
304981108326_141982292588837,"Zach Robinson",100002449464869,"Waiting for the world to change? Not.
...MORE RELEVANT NOW THAN EVER

With graphic arts, cool video clips, moving songs and powerful speeches by Martin Luther King, Michael Moore, Florence Reece, Woody Guthrie, Pete Seeger, Mahalia Jackson, Paul Robeson, Joseito Fernandez and others, the presentation linked below sets the most famous tract on social change, the Communist Manifesto, in a cultural and historical context. Plus, it's free as in freedom. Watch. Share. Start a study group!

EDUCATIONAL RESOURCES 4 ACTION are becoming available at the new Online University of the Left http://ouleft.org
",video,2012-02-15T03:53:16+0000,2012-02-15T03:53:16+0000
304981108326_2721615607306,"Jami Reed",1464553816,,photo,2012-02-15T03:19:45+0000,2012-02-15T03:19:45+0000
304981108326_185374341568208,"Scott Nance",513064912,"The new mortgage settlement aims to avoid the pitfalls of the administration's floundering foreclosure program, but enforcement is again a question. ",link,2012-02-15T03:01:57+0000,2012-02-15T03:01:57+0000
304981108326_2721521404951,"Jami Reed",1464553816,,photo,2012-02-15T02:59:44+0000,2012-02-15T02:59:44+0000
304981108326_10150805478788327,"Join the Coffee Party Movement",304981108326,"America's middle class is collapsing from the weight of crony capitalism. In order to stop this, We the People must evict Wall Street from Washington and stop the big banks from evicting people out of their homes.",status,2012-02-15T02:56:01+0000,2012-02-15T02:56:01+0000
304981108326_111809282277698,"Keegan Fife VerBurg",100003458801864,,photo,2012-02-15T02:27:01+0000,2012-02-15T02:27:01+0000
304981108326_386011671425139,"Ed Tallerico",1040203211,"Deter corruption by forcing all sides to disclose their political activities without effecting free speech!! If they have nothing to hide, then there should be no opposition to this Bill!! Please support disclosure from lobbyists and politicians by signing and sharing!!",link,2012-02-15T01:59:22+0000,2012-02-15T01:59:22+0000
304981108326_361733293845077,"Join the Coffee Party Movement",304981108326,"""First the GOOD NEWS: For the first time in a hundred years, we have the technology to empower ordinary citizens to be engaged and passionate about their government again. Now the BAD NEWS: The business model for this engagement, of the entities that build these movements of passion, whether for profit or not for profit, make it extremely hard to imagine them ever working together on anything. 

""The DNA of America is a house divided. A Civil War without guns. Just at the time technology enables us the most, the business model of hate disables us the most. Unless we can find a way around it."" 
           —Lawrence Lessig, ONE WAY FORWARD",link,2012-02-15T00:30:47+0000,2012-02-15T00:30:47+0000
304981108326_10150805052868327,"Kenneth Ketcherside",100001643932760,"I really like your page.  However, since I will be offline for a number of months and unable to access my FB page, I find it necessary to cut the number of contributors temporarily.  I shall return soon.",status,2012-02-15T00:09:41+0000,2012-02-15T03:09:54+0000
304981108326_252002978211210,"Jen DiOrio",885525371,"New Jersey's largest water supplier, serving over 3 million customers, has published a revealing document showing the ""Hidden Costs of Water Fluoridation"":
http://www.newjerseywatereducation.com/booklet17.php
www.newjerseywatereducation.com",link,2012-02-14T23:36:04+0000,2012-02-14T23:36:36+0000
304981108326_10150804661743327,"Jami Reed",1464553816,"""You've confused a 'war on your religion' with 'not always getting everything you want.'"" “ — Jon Stewart",status,2012-02-14T21:53:15+0000,2012-02-14T21:53:15+0000
304981108326_349091721788183,"Dillon Culbreth",100001844780901,"Seize the Opportunity: Say No to Nuclear Weapons

",link,2012-02-14T20:41:33+0000,2012-02-14T20:41:33+0000
304981108326_298195626906976,"Dis Gust",100002244565567,http://www.rawstory.com/rs/2012/02/14/occupy-protesters-tased-at-santorum-event/?utm_source=Raw+Story+Daily+Update&utm_campaign=4ca9626d48-2_14_122_14_2012&utm_medium=email,link,2012-02-14T20:23:28+0000,2012-02-14T20:23:28+0000
304981108326_254295177981409,"Scott Nance",513064912,"Democrats successfully wrestled Republicans to the political mat by forcing them to accept a year-long extension of President Obama's middle class payroll tax cut.

While 160 million U.S. workers will be able to keep more of their pay as a result, millions of other out-of-work Americans may be left to suffer.

",link,2012-02-14T19:24:31+0000,2012-02-14T19:57:03+0000
304981108326_10150804126503327,"Jerry Ashton",1076792450,"I would like to draw everyone’s attention to FDR's Second Bill of Rights and which I urge #Occupy people to adopt.  This is what FDR proposed on January 11, 1944 and planned to promote before his death:

EVERY AMERICAN IS ENTITLED TO:

The right to a useful and remunerative job in the industries or shops or farms or mines of the nation;

The right to earn enough to provide adequate food and clothing and recreation;

The right of every farmer to raise and sell his products at a return which will give him and his family a decent living;

The right of every businessman, large and small, to trade in an atmosphere of freedom from unfair competition and domination by monolopies at home or abroad;

The right of every family to a decent home;

The right to adequate medical care and the opportunity to achieve and enjoy good health;

The right to adequate protection from the economic fears of old age, sickness, accident, and unemployment;

The right to a good education.  (THAT should get your attention)

Tell me, do you think you would vote for this man if he were alive today?  

Tell me as well, are any of these concerns being reflected in the Republican Primary debates by ANY of those proposing to be our next President?  

Tell me, are you going to be at the voting booths this November?",status,2012-02-14T18:38:47+0000,2012-02-16T15:50:20+0000
304981108326_295261950538295,"Joseph Cautilli",100001512333750,"http://act.rebuildthedream.com/letter/show-some-love?rd=1&t=1&referring_akid=416.386432.mqDAPw  ",link,2012-02-14T18:04:13+0000,2012-02-14T18:04:13+0000
304981108326_178916902217114,"Join the Coffee Party Movement",304981108326,"""Public approval of Congress is at record lows and polling data show voters primarily blame Republicans, who control the House of Representatives.

'In the middle of the Republican presidential primary and the general election coming up, they didn't want to saddle their party with torpedoing a bill to extend a tax cut,' said Dan Ripp of Bradley Woods, a private firm that tracks Washington for institutional investors."" -- Donna Smith and Thomas Ferraro",link,2012-02-14T17:57:18+0000,2012-02-14T17:57:18+0000
304981108326_293313317388662,"Bruce Jones",100000224292266,"There is only one way to solve this problem and these medical professionals have made that point in the following.

http://www.singlepayeraction.org/blog/?p=3178",link,2012-02-14T17:24:30+0000,2012-02-14T17:24:30+0000
304981108326_10150803484453327,"Vince Lisanti",1265256857,"Hello. I would like to take a moment to tell you about a candidate for President that most people have never even heard of. Former Gov. of Louisianna Charles ""Buddy"" Roemer. 

All Freedom Loving American's should be outraged at the blatant systematic shunning of the most qualified and honest true conservative candidate to come along in a very very long time.

The GOP/RNC & Main Stream Media have put a virtual blockade on Gov. Buddy Roemer who is the only candidate who TRULY has the interests of average american people as his agenda.
Gov. Roemer has been in the GOP race for President from the very begininning and has not been allowed to participate in a single debate and gets very little media attention despite the fact that he is a 4 term Congressman, former Gov. of Louisianna, and successful banker who started community banks from the ground up that recieved no bailout money and did not foreclose on one single homeowner! In a time when big banks took huge amounts of bailout money and foreclosures are rampant, that is really saying something!  

He is the only candidate that has the integrity to take action against Special Interests NOW! He proves it by putting the money where his mouth is and currently runs his campaign with self imposed limits of $100 max. contribution. 
No PAC's or Super PAC's. Roemer is the only candidate who has been granted Matching Funds from the FEC because his donations are recieved in small  amounts from all across America which means he is the most likely of all to represent us than any other candidate including our current President.  

I am not asking anyone to just trust me in my support of Gov. Roemer. We have enough sheep already in this campaign. I would hope, however, that if you are fed up with business as usual when it comes to Washington and this election that you will take a little time to research him on your own. There are plenty of videos of interviews and speeches that he has given on youtube as well as articles and op. eds written by and about him.

Here is a link to an ad that his campaign ran during the NH Primary:

http://youtu.be/h7y2l29BVNg

""We Need to Wake Up America! They Have Stolen Our Govt."" - Buddy Roemer

Despite what the media and the established status quo will lead you to believe, there is still plenty of time left to choose a candidate that best represents us.

Thank You For Your Time!

Vince Lisanti ",status,2012-02-14T14:45:19+0000,2012-02-15T10:50:59+0000
304981108326_296117067110560,"Betty Layport-Feher",100001368064487,,photo,2012-02-14T14:19:31+0000,2012-02-14T21:51:27+0000
304981108326_248515671895253,"Lynda Park",569646892,"Emperor Norquist: ""All we have to do is replace Obama. ...  We are not auditioning for fearless leader. We don't need a president to tell us in what direction to go. We know what direction to go. We want the Ryan budget. ... We just need a president to sign this stuff. We don't need someone to think it up or design it. The leadership now for the modern conservative movement for the next 20 years will be coming out of the House and the Senate.""",link,2012-02-14T12:34:45+0000,2012-02-14T12:40:35+0000
304981108326_10150803002928327,"Join the Coffee Party Movement",304981108326,,link,2012-02-14T10:39:03+0000,2012-02-16T17:29:32+0000
304981108326_275950312474574,"Billy Wharton",133023170062340,,link,2012-02-14T04:43:55+0000,2012-02-14T04:43:55+0000
304981108326_384591958233890,"Bruce Jones",100000224292266,"It is inspiring and makes one believe in their selves as Mike believed in himself. Listen as he describes his early struggles to express himself in film. 
 
 
http://snd.sc/x6dgZe 
",video,2012-02-14T04:37:35+0000,2012-02-14T04:37:35+0000
304981108326_143001305820287,"Lynda Park",569646892,,link,2012-02-14T03:50:42+0000,2012-02-14T03:57:26+0000
304981108326_10150802184413327,"Meltus Dike",100001640390261,"I told you here that the contraception issue was not about religion; when I said that Catholic Church is now an agent of the Republican Party, did I not heard someone crying loud ""why are you criticizing the house of Jesus the Christ"" oh no! baby, I know Jesus, I know where to find him too; definitely, not in politics. Today, the Republican Party has climbed on the platform set up for them by the Catholic Church; a platform of anti-contraception. Now, do you want me to cry because Catholic is my church? hell no! I'm not part of that. It is unbelievably shameful that the Catholic Church has become a political volley ball in American politics.",status,2012-02-14T03:39:55+0000,2012-02-14T22:04:20+0000
304981108326_304660999583707,"Steve Lew",667822777,"Love It Fund It!   As people who work in communities and nonprofit organizations, we work every day for things we care deeply about. We also worry about how we can make things better when government budgets at every level are being squeezed.
There are many things that we each care about that taxes and government funding makes possible - so, what do you love? http://www.facebook.com/npstalkingtaxesCA",link,2012-02-14T03:20:58+0000,2012-02-14T03:20:58+0000
304981108326_10150801970873327,"Navid Reza Khoshooee",100001512183956,"+me ofcourse",status,2012-02-14T02:26:49+0000,2012-02-14T02:26:49+0000
304981108326_10150801970533327,"Navid Reza Khoshooee",100001512183956,+924,status,2012-02-14T02:26:41+0000,2012-02-14T02:26:41+0000
304981108326_10150801970148327,"Navid Reza Khoshooee",100001512183956,"Awsome 408000",status,2012-02-14T02:26:33+0000,2012-02-14T02:26:33+0000
304981108326_292508940811641,"Andrew Isbell",1219376980,http://www.npr.org/2012/02/12/145472726/when-the-bankers-plotted-to-overthrow-fdr,link,2012-02-14T01:52:49+0000,2012-02-14T02:14:13+0000
304981108326_228854217205146,"Join the Coffee Party Movement",304981108326,"Add your name to the growing petition to stop Keystone XL -- there are over 300,000 signatures and counting!
",link,2012-02-14T01:31:56+0000,2012-02-14T01:31:56+0000
304981108326_10150801568848327,"Myles F. Gellert",1748513811,"Does this foreshadow the state of our government and politics today?:Political parties; ( from G.Washigton's farewell address)

Washington continues to advance his idea of the dangers of sectionalism and expands his warning to include the dangers of political parties to the government and country as a whole. His warnings took on added significance with the recent creation of the Democratic-Republican Party by Jefferson, to oppose Hamilton's Federalist Party, which had been created a year earlier in 1791, which in many ways promoted the interest of certain regions and groups of Americans over others. A more pressing concern for Washington, which he makes reference to in this portion of the address, was the Democratic-Republican efforts to align with France and the Federalist efforts to ally the nation with Great Britain in an ongoing conflict between the two European nations brought about by the French Revolution.

While Washington accepts the fact that it is natural for people to organize and operate within groups like political parties, he also argues that every government has recognized political parties as an enemy and has sought to repress them because of their tendency to seek more power than other groups and take revenge on political opponents.[11].

Moreover, Washington makes the case that ""the alternate domination"" of one party over another and coinciding efforts to exact revenge upon their opponents have led to horrible atrocities, and ""is itself a frightful despotism. But this leads at length to a more formal and permanent despotism."" From Washington's perspective and judgment, the tendency of political parties toward permanent despotism is because they eventually and ""gradually incline the minds of men to seek security and repose in the absolute power of an individual.""[12]

Washington goes on to acknowledge the fact that parties are sometimes beneficial in promoting liberty in monarchies, but argues that political parties must be restrained in a popularly elected government because of their tendency to distract the government from their duties, create unfounded jealousies among groups and regions, raise false alarms amongst the people, promote riots and insurrection, and provide foreign nations and interests access to the government where they can impose their will upon the country.
",status,2012-02-13T23:46:00+0000,2012-02-13T23:46:00+0000
304981108326_216286795134419,"Jen DiOrio",885525371,"According to the law, California cities do not have to fluoridate unless an entity (somebody) like the California Dental Association (CDA) funds all of the costs. A city cannot be legally forced to fluoridate if they have to use any (underline “any”) of their own money (tax dollars).

On January 2010 then Mayor Luis Alejo proposed to the city council that Watsonville fluoridate because the CDA h......ad proposed to pay for all of the costs.

What Mayor Alejo did not disclose during the city council meetings was that he had received campaign contributions from a CDA affiliate. He also didn’t disclose that he was once employed by CDA lobbyist Manny Diaz when Diaz was an Assembly Member. This was the same Manny Diaz who months before the January city council meeting lobbied Council Member Nancy Bilicich and me to vote for fluoridation. http://watsonville.patch.com/articles/op-ed-fluoride-and-political-ambitions
",link,2012-02-13T23:25:15+0000,2012-02-13T23:25:15+0000
304981108326_128839753905285,"Jami Reed",1464553816,,link,2012-02-13T23:19:05+0000,2012-02-13T23:19:05+0000
304981108326_10150801433568327,"Sherrie Heckendorn",1737050135,"in a true democracy the government is not afraid of its citizens it does not pass laws giving the goverment the ability and the right to use military might against any american citizern deemed hostile to the government  thats not a government for the people by the people its the start of a military police country welcome to the 3rd world status of the usa",status,2012-02-13T22:52:55+0000,2012-02-14T00:44:52+0000
304981108326_10150801428233327,"Navid Reza Khoshooee",100001512183956,+me,status,2012-02-13T22:51:06+0000,2012-02-13T22:51:06+0000
304981108326_10150801427843327,"Navid Reza Khoshooee",100001512183956,+916,status,2012-02-13T22:50:56+0000,2012-02-13T22:50:56+0000
304981108326_10150801427503327,"Navid Reza Khoshooee",100001512183956,"408,000",status,2012-02-13T22:50:47+0000,2012-02-13T22:50:47+0000
304981108326_332906183415517,"Henryk Zawiślak",100000884149494,"I love coffee in FireCup :)  http://www.grzaniec.com",photo,2012-02-13T22:09:09+0000,2012-02-13T22:09:09+0000
304981108326_361680057190209,"Lynda Park",569646892,"If Canada wants to cause this ecological disaster to its land, we can't do much about that, but why does the US need to become the transit country and deal with environmental consequences of inevitable spills?  The Canadians are just trying to sell the oil abroad?  What does the US really benefit from this even in economic terms?  My all indications they are completely over-inflating the number of potentials jobs.  It appears that they are not even using American steel?  We are being had, and we need to stop this!  Contact your Senators now!",link,2012-02-13T21:52:03+0000,2012-02-14T01:07:45+0000
304981108326_373034286042301,"Fred F. Cuomo Tondalo",1413986338,"https://www.facebook.com/photo.php?fbid=10150552424676275&set=a.180479986274.135777.177486166274&type=1&theater
",photo,2012-02-13T21:47:01+0000,2012-02-13T21:47:01+0000
