post_id,comment_id,comment_from_name,message,comment_created
304981108326_244999008912220,304981108326_244999008912220_1454108,"Melvyn Magree","I enjoyed this article, especially since it indirectly called for the ""virtue"" of the writers of the Federalist Papers.  Virtue essentially means promoting the public good over special interests.  This ""intent"" was not specifically in the Constitution, but three of the signers of the Constitution made it specific in the letters of the Federalist Papers.

There are three thing to consider about the problem of corporations.

Vote!  We have to stop electing people who receive less votes than the number of people who don't show up at elections.

If biological U.S. persons are taxable on their worldwide income, shouldn't corporate U.S. persons be taxable on their worldwide income?  Conversely, if corporate persons are not taxable on such income, shouldn't biological persons be not taxable on such income.

""It is the stock that is employed for the sake of profit, which puts into motion the greater part of the useful labour of every society. The plans and projects of the employers of stock regulate and direct all the most important operation of labour, and profit is the end proposed by all those plans and projects.  But the rate of profit does not, like rent and wages, rise with the prosperity, and fall with the declension of the society. On the contrary, it is naturally low in rich, and high in poor countries, and it is always highest in the countries which are going fastest to ruin."" - Adam Smith, Wealth of Nations",2012-02-11T16:26:30+0000
304981108326_347848168569239,304981108326_347848168569239_4612694,"Trevor Britton","More than I expected, for romney. 
I guess he is a man of the people. 
Lol. ",2012-02-10T14:53:00+0000
304981108326_240370466046280,304981108326_240370466046280_1433810,"Jim Ulam","Very true, Jeff!",2012-02-10T19:05:56+0000
304981108326_240370466046280,304981108326_240370466046280_1438481,"Jeff Pass","""Working excessive overtime without a single day off during the week, living together in crowded dormitories and standing so long that their legs swell and they can hardly walk after a 24-hour shift.""
Placard says, 'Work hard on the job today or work hard to find a job tomorrow"".

You can't get a more cut and dry example than this.   The very same company does this to people there, and not to people here--- because they can!",2012-02-12T01:19:30+0000
304981108326_326542644047798,304981108326_326542644047798_4083852,"Timothy Moe","""They told us that those profits would trickle down to workers. I have been waiting since the 80s, and most of the workers have been outsourced.""

The only thing that trickled were the jobs.",2012-02-10T15:33:11+0000
304981108326_326542644047798,304981108326_326542644047798_4088920,"Howard C. Berkowitz","Sequoia D. Schroeder: Until organized labor becomes responsive to the needs of workers in nontraditional structures, such as startups with worker equity, contractors and independent professionals, and even very small business, I do not accept that UNIONS are on my side. I can see how they benefit manufacturing and service sectors.",2012-02-11T22:32:00+0000
304981108326_10150788242983327,304981108326_10150788242983327_25724926,"Kerry Helmer","Hi Jon,  We are a non-partisan, fact-based, solutions-oriented network determined to have an impact in our nation's deliberative process.  We are focused on issues rather than candidates.  We do not have any plans to run candidates.  http://www.coffeepartyusa.com/mission-statement",2012-02-10T03:03:02+0000
304981108326_293749737347443,304981108326_293749737347443_3243038,"Rollin Huelsman","good start...",2012-02-10T04:25:57+0000
304981108326_356209841064612,304981108326_356209841064612_4756592,"Bob Bates","He voiced some really good ideas.",2012-02-09T23:01:25+0000
304981108326_356209841064612,304981108326_356209841064612_4757171,"Dennis Tetreault","I hope so... and those ideas (I hope) include the Oval Office. Because guess who is now reversing his policy on donations from Super PACs.",2012-02-10T01:46:26+0000
304981108326_183663355073565,304981108326_183663355073565_579217,"Lynda Park","This chart says it all - http://blogs.reuters.com/david-cay-johnston/files/2012/02/US_ROMNEYTAX0212_SC.jpg",2012-02-09T03:34:37+0000
304981108326_183663355073565,304981108326_183663355073565_579316,"Scott Kelosky","Ugh!  Taxes!  I think the tax code was purposely written to be the overly complicated jumbled up mess it is so that average Americans couldn't understand it, and as a result not understand just how much the tax code screws the average American.  I have seen a few articles here on the CPM in the past about reforming the tax code to a flatter type of tax, not a complete flat tax but a simpler flatter type of tax code.  If you remove a great many loopholes, shelters, exemptions and subsidies we could actually lower the corporate tax rate and still bring in more revenue than today.  The reason I think it hasn't happened yet, and may never happen, is the well funded special interest groups who wrote our tax code see no benefit in it for them.",2012-02-09T04:18:57+0000
304981108326_252073704869371,304981108326_252073704869371_1778989,"Scott Kelosky","Daniel, good article.  I stole and re-posted.",2012-02-10T00:22:40+0000
304981108326_322466237794842,304981108326_322466237794842_4079217,"Irene M. Paine","Christian Science Monitor has been around for a long time, does not have much to do with religion at all, and practices the disappearing and endangered ""journalism"" that we all need.",2012-02-09T13:31:10+0000
304981108326_322466237794842,304981108326_322466237794842_4085087,"Alice Gustafson","San Miguel Allende is also promoting sun and wind energy.",2012-02-10T20:21:55+0000
304981108326_332919813418893,304981108326_332919813418893_4342553,"Niccolo Casewit","get him some Austrian Cherry Schnapps!",2012-02-09T20:18:10+0000
304981108326_269102116496255,304981108326_269102116496255_2345099,"Scott Kelosky","Lynda, interesting article and thanks for posting.",2012-02-09T00:26:48+0000
